Id,PredictedSalary
72630854,34047.78034
72630857,47212.8809
72630860,29963.15516
72630878,23622.23432
72630891,23044.15362
72630897,27394.49375
72630901,33266.36599
72630904,47212.8809
72630929,18868.62373
72630931,30370.09412
72630933,22436.19184
72630940,30225.1309
72630947,22436.19184
72630949,30640.33716
72630953,45783.72628
72630956,17212.0748
72630958,28458.04187
72630976,20401.65514
72630983,31617.93426
72630989,31493.94315
72630999,14987.89419
72631006,20888.3524
72631008,33819.6655
72631010,17006.57243
72631012,44550.80805
72631013,27574.58314
72631016,20730.78267
72631021,31635.51675
72631034,29178.44533
72631038,46089.03186
72631043,31504.44566
72631052,39264.83272
72631062,31764.1862
72631080,26309.41979
72631085,23639.83738
72631088,25437.14131
72631093,27832.83035
72631104,30268.13572
72631107,21172.19454
72631118,37661.31688
72631130,23489.71924
72631137,27256.51559
72631138,36339.93879
72631162,43458.22453
72631169,27604.96582
72631170,19726.2626
72631180,30599.2047
72631184,46089.03186
72631185,23293.56937
72631186,25725.62482
72631192,36247.20453
72631195,24672.2336
72631203,34903.13057
72631211,27334.19283
72631215,31564.48888
72631218,19687.66538
72631221,29947.07326
72631224,30580.57883
72631230,28836.47737
72631232,27786.91217
72631236,39159.65133
72631245,28067.94864
72631250,26408.26212
72631262,34663.11587
72631308,29399.52676
72631320,23442.69854
72631422,45226.56738
72631424,46089.03186
72631425,29531.01564
72631432,25437.14131
72631436,27527.32372
72631439,29004.70942
72631455,21886.42369
72631475,46089.03186
72631476,32819.39686
72631488,35924.75018
72631489,23359.75263
72631502,30380.59662
72631506,22472.70479
72631640,27114.94388
72631642,20517.66563
72631663,18607.33908
72631674,40384.17769
72631744,25067.222
72631768,47212.8809
72632173,25078.57331
72632178,31335.75199
72632194,27813.29433
72632199,33168.04392
72632201,24209.85594
72632223,38292.3266
72632292,22362.88234
72632551,46744.43802
72632773,50541.38086
72632782,32520.29765
72632796,32520.29765
72632938,46883.76504
72632948,49978.68115
72632951,35525.16605
72632953,46459.29252
72633084,39378.76823
72633197,24141.42606
72633201,38656.473
72633202,28466.99627
72633216,20297.70452
72633219,28647.64183
72633227,38656.473
72633239,39080.94552
72633244,39080.94552
72633310,28085.75144
72633347,32732.3917
72633367,29292.43948
72633381,2280.90637
72633471,2463.66572
72633563,2644.311279
72633576,33446.72449
72633607,31392.54694
72633623,27722.34653
72633655,38656.473
72633724,38656.473
72633730,38656.473
72633739,29006.04416
72633745,35368.97044
72633747,35760.74228
72633780,42358.62098
72633803,31402.66994
72633813,2280.90637
72633835,42110.54081
72633879,33729.60197
72633888,36106.73907
72633904,28021.38853
72633908,28958.58611
72633936,38119.20963
72634006,37936.45028
72634007,33322.0655
72634040,30735.51885
72634072,36935.26868
72634078,30735.51885
72634079,21681.21767
72634128,40662.40714
72634155,36106.73907
72634176,30830.83543
72634185,31732.11544
72634186,31541.14131
72634194,33322.0655
72634207,33322.0655
72634292,26893.16105
72634383,37936.45028
72634432,25048.13875
72634607,32893.88835
72634657,33322.0655
72634723,31732.11544
72634770,31541.14131
72634794,8063.384697
72634816,40479.64779
72634823,30830.83543
72634831,29754.49739
72634853,36524.16219
72634857,44256.19198
72634861,29361.38834
72634863,32629.62956
72634866,36341.40284
72634867,33322.0655
72634868,44256.19198
72634870,33322.0655
72634876,27760.05462
72634886,31268.83486
72634887,31748.4429
72634888,36762.51552
72634891,38593.40842
72634896,31292.13548
72634897,32475.61782
72634900,35628.91514
72634902,34892.15845
72634905,44256.19198
72634906,37002.38892
72634911,37936.45028
72634912,33322.0655
72634915,31344.66376
72634930,27819.2153
72634985,27646.84085
72635049,32711.129
72635056,44256.19198
72635082,45922.20068
72635086,39548.42018
72635087,33741.3719
72635089,33741.3719
72635100,37290.99003
72635102,33322.0655
72635107,18067.68061
72635123,30918.2782
72635125,8063.384697
72635128,35112.12179
72635129,37304.28874
72635132,35577.98293
72635135,27607.2314
72635151,31101.16992
72635152,29930.55141
72635154,27789.99075
72635163,36106.73907
72635164,27685.35003
72635167,28355.82248
72635181,36106.73907
72635188,36524.16219
72635192,30266.31191
72635197,29414.83372
72635221,37884.30717
72635222,33729.60197
72635223,27819.2153
72635226,29754.49739
72635229,39548.42018
72635230,41927.78146
72635232,33382.09657
72635233,36881.38316
72635234,29782.5661
72635235,40415.91071
72635236,44256.19198
72635237,32056.64287
72635238,29754.49739
72635239,33322.0655
72635242,29006.04416
72635247,33504.82485
72635250,37059.60456
72635251,27760.05462
72635254,32056.64287
72635255,33322.0655
72635256,33322.0655
72635258,33322.0655
72635259,47775.58061
72635265,33504.82485
72635268,27819.2153
72635269,34709.3991
72635271,37108.23068
72635272,29119.43903
72635275,24384.56259
72635278,31161.90441
72635280,27819.2153
72635281,8063.384697
72635283,39827.53243
72635284,7880.625347
72635287,35186.21109
72635289,27760.05462
72635290,34183.77532
72635295,34892.15845
72635296,33322.0655
72635298,30275.61453
72635300,33579.847
72635301,27266.15003
72635304,33322.0655
72635308,32507.75195
72635311,28208.31854
72635312,44256.19198
72635319,30865.93381
72635325,7880.625347
72635326,27819.2153
72635327,27819.2153
72635328,33382.09657
72635343,33322.0655
72635344,29783.25436
72635346,23001.94524
72635347,33322.0655
72635348,33322.0655
72635351,32264.09235
72635358,31565.68355
72635359,27184.7285
72635360,34289.17288
72635362,33504.82485
72635364,34709.3991
72635365,7880.625347
72635371,28898.05934
72635377,33504.82485
72635379,30872.44369
72635382,33310.3329
72635396,29020.74158
72635397,28208.31854
72635399,33322.0655
72635400,38393.07013
72635401,28391.07789
72635412,29741.14504
72635416,44438.95133
72635429,29754.49739
72635433,29741.14504
72635435,40479.64779
72635436,33638.55597
72635441,41927.78146
72635447,33504.82485
72635450,44256.19198
72635459,23377.82241
72635460,17719.44753
72635461,7880.625347
72635463,28137.28285
72635465,33322.0655
72635467,24509.23079
72635474,28378.5154
72635475,7880.625347
72635477,29741.14504
72635483,7880.625347
72635489,33493.09225
72635492,35731.01944
72635498,28914.33072
72635501,7880.625347
72635503,33729.60197
72635511,32797.65089
72635512,44256.19198
72635513,44256.19198
72635514,31292.13548
72635516,34709.3991
72635520,27760.05462
72635522,44256.19198
72635526,31565.68355
72635528,41927.78146
72635529,31882.27377
72635537,38563.92026
72635540,29741.14504
72635546,32699.98673
72635548,28982.28444
72635550,26537.47944
72635553,33072.23515
72635557,31605.03513
72635560,31161.90441
72635564,38136.46829
72635566,31844.6798
72635574,25401.86528
72635576,7880.625347
72635578,31616.56496
72635584,36624.9827
72635585,37002.38892
72635586,7880.625347
72635587,24509.23079
72635590,33322.0655
72635593,36106.73907
72635597,33322.0655
72635598,33310.3329
72635599,32911.59683
72635603,33829.0657
72635605,30042.9809
72635606,31161.90441
72635608,27760.05462
72635615,28754.7757
72635616,36106.73907
72635618,31616.56496
72635620,40415.91071
72635621,34504.63937
72635623,41911.94398
72635624,36080.46855
72635627,33729.60197
72635628,37177.33166
72635629,30735.51885
72635631,32507.75195
72635632,29896.29823
72635635,33322.0655
72635638,32652.0349
72635640,32652.0349
72635641,34289.17288
72635642,40415.91071
72635643,32652.0349
72635644,29185.0078
72635645,32652.0349
72635843,44514.43919
72635847,44514.43919
72635942,38287.55859
72636273,52854.06463
72636283,43581.33962
72636285,43581.33962
72636287,43581.33962
72636289,43432.04978
72636294,24980.97503
72636295,32680.68266
72636297,43432.04978
72636303,25206.25126
72636304,24980.97503
72636310,24980.97503
72636311,30728.453
72636314,43614.80913
72636320,20127.60144
72636321,43614.80913
72636322,43432.04978
72636324,32680.68266
72636326,7239.242498
72636328,28962.70918
72636331,36111.12649
72636333,32680.68266
72636336,32497.92331
72636337,43432.04978
72636341,43432.04978
72636355,42667.07568
72636356,45202.27865
72636360,46951.43841
72636361,32497.92331
72636363,43432.04978
72636367,47134.19776
72636379,43432.04978
72636386,33470.06986
72637071,42131.65127
72637074,41707.17875
72637095,41707.17875
72637098,41707.17875
72637099,42131.65127
72637101,42314.41062
72637113,39362.93075
72637114,37930.63456
72637115,37930.63456
72637117,37930.63456
72637119,37930.63456
72637120,34327.83198
72637121,30162.11577
72637125,28967.06425
72637166,30773.05228
72637224,37452.40665
72637246,47663.42796
72637247,37452.40665
72637249,36397.85594
72637250,29974.9456
72637252,22425.836
72637254,22856.65987
72637257,22425.836
72637258,17259.02647
72637261,40926.00813
72637265,42269.87846
72637267,42619.21618
72637276,22631.88275
72637283,22449.1234
72637285,40566.93704
72637288,22449.1234
72637290,22449.1234
72637291,7880.625347
72637292,2724.260918
72637293,2724.260918
72637295,26288.32453
72637819,21647.2635
72637825,25790.96786
72637826,22962.66456
72637828,29049.01011
72650018,45654.88662
72650022,45654.88662
72650026,45654.88662
72650027,45654.88662
72650035,45654.88662
72650036,45654.88662
72650038,45654.88662
72650040,45654.88662
72650047,45654.88662
72650048,45654.88662
72650052,45654.88662
72650054,45654.88662
72650058,45654.88662
72650066,45654.88662
72650068,45654.88662
72650075,45654.88662
72650086,35247.06636
72650089,45654.88662
72650112,45654.88662
72650117,45654.88662
72650119,45654.88662
72650131,45654.88662
72650135,45654.88662
72650138,45654.88662
72650145,44889.91252
72650155,45654.88662
72650157,45654.88662
72650160,45654.88662
72650161,45654.88662
72650168,42240.03446
72650171,45654.88662
72650172,42240.03446
72650180,45654.88662
72650185,45654.88662
72650189,45654.88662
72650196,45654.88662
72650200,45654.88662
72650207,45654.88662
72650209,45654.88662
72650212,45654.88662
72650213,45654.88662
72650214,45654.88662
72650225,45654.88662
72650226,45654.88662
72650251,45654.88662
72650254,45654.88662
72650920,40384.17769
72651141,50161.4405
72651147,50161.4405
72651148,33057.20653
72651149,46642.05187
72651371,37095.259
72651488,46642.05187
72651575,46642.05187
72651924,50161.4405
72652051,29658.6115
72652420,32140.35729
72653067,49978.68115
72653314,32246.08144
72653645,46642.05187
72653646,46642.05187
72653654,35867.3898
72653657,35867.3898
72653659,34012.84473
72653660,29676.9149
72653661,27895.49397
72653672,33324.19229
72653674,35803.65273
72653684,32323.0107
72653695,30573.9531
72653696,28709.80752
72653699,50790.81988
72653702,3268.367363
72653703,24346.32812
72653704,32264.58723
72653705,35803.65273
72653707,32323.0107
72653713,28709.80752
72653714,28939.69161
72653724,27651.83437
72653728,27342.70191
72653730,27270.01578
72653736,33524.21031
72653748,40425.46211
72653749,29611.91946
72653751,28635.47465
72653759,42776.93372
72653767,32559.07173
72653843,29781.66687
72654154,30955.81163
72654312,37661.31688
72654335,40137.96844
72654337,45092.82089
72654340,46047.83265
72654349,45092.82089
72654384,29968.64637
72654386,40902.77285
72654388,40902.77285
72654390,40902.77285
72654394,40556.60415
72654397,40902.77285
72654398,29968.64637
72654402,29968.64637
72654403,34583.03115
72654404,34530.88804
72654405,40902.77285
72654406,29968.64637
72654407,29968.64637
72654408,34583.03115
72654413,40556.60415
72654414,29357.70987
72654418,40556.60415
72654419,35271.68359
72654427,29968.64637
72654430,29968.64637
72654432,40902.77285
72654434,40902.77285
72654435,36195.00105
72654436,31053.15934
72654479,40902.77285
72654484,29968.64637
72656670,23606.85333
72659491,36351.74923
72659493,47021.99223
72659517,31680.13098
72659569,44677.74423
72659577,36507.17215
72659582,50541.38086
72659583,50541.38086
72659783,30858.44125
72659835,41975.32708
72659839,41792.56773
72659841,41975.32708
72659842,41975.32708
72659845,41975.32708
72659847,41210.35298
72660266,43581.33962
72660268,43581.33962
72660279,43581.33962
72660280,44005.81214
72660298,43581.33962
72660304,44005.81214
72660306,43581.33962
72660309,43581.33962
72660313,43581.33962
72660314,43581.33962
72660315,43581.33962
72660429,43581.33962
72660431,43581.33962
72661016,15063.40866
72661019,29357.97353
72661021,23293.14039
72661063,25954.55314
72661065,25710.69613
72661097,31486.51702
72661100,31486.51702
72661108,31486.51702
72661223,31486.51702
72661296,31486.51702
72661297,31486.51702
72661447,46459.29252
72661450,39205.48946
72661468,38195.10724
72661469,35513.43344
72661474,40596.17067
72661483,41690.78047
72661485,41751.52072
72661499,46459.29252
72661500,41873.53982
72661505,31161.68665
72661513,46459.29252
72661521,46459.29252
72661527,38544.50339
72661529,46642.05187
72661532,42619.01126
72661540,40139.55082
72661545,40598.23631
72661552,46459.29252
72661567,38112.88763
72661570,42619.01126
72661574,46642.05187
72661575,42619.01126
72661576,44115.04452
72661581,46822.69743
72661584,40139.55082
72661591,46459.29252
72661594,46642.05187
72661619,46642.05187
72661629,46459.29252
72661652,46642.05187
72661654,35513.43344
72661657,46459.29252
72661658,46459.29252
72661691,44115.04452
72661733,38295.64698
72661751,34914.22954
72661752,40139.55082
72661759,46642.05187
72661764,40139.55082
72661765,46642.05187
72661789,42801.77061
72661805,39138.36923
72661829,38492.59896
72661830,35513.43344
72661838,46459.29252
72661846,46642.05187
72661857,46642.05187
72661862,35055.39897
72661871,38295.64698
72661887,46459.29252
72661893,33536.41867
72661895,35513.43344
72661897,37649.25633
72661905,38309.83961
72661918,46459.29252
72661941,35525.16605
72662163,31041.2006
72662273,25428.025
72662306,30858.44125
72662307,30858.44125
72662363,34183.77532
72662450,40841.33982
72662466,7880.625347
72662503,47775.58061
72662506,44256.19198
72662511,25322.33988
72662513,32358.3986
72662519,33322.0655
72662521,44256.19198
72662522,33322.0655
72662525,44256.19198
72662529,37708.58196
72662532,36876.84521
72662533,37936.45028
72662536,37121.52939
72662545,25011.7122
72662546,29896.29823
72662547,33504.82485
72662571,31541.14131
72662573,29097.1765
72662579,47775.58061
72662584,37884.30717
72662593,44256.19198
72662600,33322.0655
72662607,33322.0655
72662611,36876.84521
72662614,38593.40842
72662619,44256.19198
72662620,40479.64779
72662622,40479.64779
72662626,36341.40284
72662629,31161.90441
72662637,31161.90441
72662640,44256.19198
72662651,33322.0655
72662654,44256.19198
72662661,34709.3991
72662685,39731.17953
72662694,30000.25304
72662699,39487.67993
72662719,44256.19198
72662723,31161.90441
72662728,33322.0655
72662734,29754.49739
72662737,44738.04319
72662744,44256.19198
72662746,39263.64118
72662749,32475.61782
72662751,33322.0655
72662752,33322.0655
72662761,36106.73907
72662773,47775.58061
72662782,7880.625347
72662786,33397.08765
72662801,41911.94398
72662803,26144.98256
72662804,43491.21788
72662805,47775.58061
72662807,27760.05462
72662810,37525.82261
72662812,36106.73907
72662813,30735.51885
72662819,29754.49739
72662821,34031.13107
72662822,7880.625347
72662826,32240.82756
72662828,39263.64118
72662833,33848.37172
72662834,47775.58061
72662835,44438.95133
72662842,43910.02328
72662845,28538.58183
72662849,44039.24291
72662850,33397.08765
72662851,33322.0655
72662853,40479.64779
72662854,29754.49739
72662855,39487.67993
72662858,38119.20963
72662859,26447.55474
72662860,44256.19198
72662861,37102.90922
72662865,47775.58061
72662867,34289.17288
72662874,43673.97723
72662877,33965.51075
72662878,32669.53908
72662885,40479.64779
72662889,33965.51075
72662890,47775.58061
72662891,40479.64779
72662898,44256.19198
72662907,33322.0655
72662912,32056.64287
72662916,40479.64779
72662924,32056.64287
72662925,29020.74158
72662929,19433.38141
72662930,47775.58061
72662931,40479.64779
72662941,43491.21788
72662952,28958.58611
72662959,36881.38316
72662963,36881.38316
72662978,38332.11068
72662979,39568.18485
72662982,31541.14131
72662986,47775.58061
72662992,39263.64118
72662993,47958.33996
72662999,47775.58061
72663003,44256.19198
72663004,36106.73907
72663005,33322.0655
72663006,36082.5533
72663007,44256.19198
72663015,44256.19198
72663017,44256.19198
72663023,46458.57864
72663025,33975.66067
72663027,34709.3991
72663028,33504.82485
72663029,47958.33996
72663032,32084.86535
72663040,36341.40284
72663041,27760.05462
72663042,27760.05462
72663045,38593.40842
72663060,37121.52939
72663068,7880.625347
72663069,44256.19198
72663070,41779.87748
72663073,34709.3991
72663074,40479.64779
72663077,44256.19198
72663084,34709.3991
72663087,47775.58061
72663090,31161.90441
72663091,32264.09235
72663092,28802.66658
72663103,44039.24291
72663104,35112.12179
72663106,36341.40284
72663107,7880.625347
72663111,44256.19198
72663113,47775.58061
72663114,33322.0655
72663118,33504.82485
72663119,29754.49739
72663121,22117.25169
72663123,29165.04379
72663126,29754.49739
72663129,44256.19198
72663130,27942.81397
72663131,7880.625347
72663132,44738.04319
72663135,44438.95133
72663137,36265.31265
72663139,32690.5113
72663143,37121.52939
72663146,38332.11068
72663149,44256.19198
72663157,33597.96057
72663159,38332.11068
72663160,31161.90441
72663176,36876.84521
72663182,34709.3991
72663184,44438.95133
72663277,36594.86595
72665852,46642.05187
72665856,50161.4405
72666457,33215.41748
72666466,7880.625347
72666485,3096.679465
72666486,29142.66736
72666489,26377.95853
72666533,47775.58061
72666550,32162.0047
72666652,34709.3991
72666671,33917.58057
72666672,29754.49739
72666674,47775.58061
72666679,7880.625347
72666680,38393.07013
72666685,29754.49739
72666687,44256.19198
72666695,27975.41991
72666835,29754.49739
72666841,44256.19198
72666843,33322.0655
72666854,31002.81825
72666860,31161.90441
72666862,31161.90441
72666909,18257.7899
72666946,40004.23733
72666949,51180.07697
72667128,46459.29252
72667136,32378.18739
72667194,46242.34345
72667201,46459.29252
72667202,46459.29252
72667203,39324.62993
72667209,51180.07697
72667230,42682.74833
72667233,35600.18819
72667234,46883.76504
72667254,49978.68115
72667256,46459.29252
72667257,46459.29252
72667260,33915.98036
72667262,44115.04452
72667273,39324.62993
72667276,49978.68115
72667281,35525.16605
72667282,39324.62993
72667285,46459.29252
72667286,27408.80902
72667287,40139.55082
72667290,34855.13545
72667313,46459.29252
72667520,45092.82089
72667527,37299.88066
72667528,43501.80139
72667532,59948.62457
72667536,14380.03782
72667537,40328.47817
72667538,37832.7306
72667539,51180.07697
72667544,34259.46709
72667545,38085.71112
72667637,30850.96314
72667639,37852.0671
72667644,39079.26843
72667710,32277.67552
72667712,32277.67552
72667760,39263.70487
72667761,33887.96095
72667774,38656.473
72667784,34879.92881
72667792,34879.92881
72667804,37891.4989
72667815,39080.94552
72667828,38656.473
72667833,39080.94552
72667842,33948.7012
72667844,33948.7012
72667846,38656.473
72667859,39804.79543
72667870,43581.33962
72667880,42816.36552
72667885,43764.09897
72667887,44005.81214
72667888,38656.473
72667903,39804.79543
72667918,32966.32796
72667922,44005.81214
72667930,28283.73375
72667950,44005.81214
72667952,43581.33962
72667958,38656.473
72667969,36796.78323
72668007,43581.33962
72668008,44005.81214
72668013,44005.81214
72668022,32647.21314
72668028,38873.56782
72668049,36349.6351
72668050,44005.81214
72668057,32963.70361
72668070,38656.473
72668071,36327.53656
72668093,32536.74931
72668095,32277.67552
72668168,32277.67552
72668199,43764.09897
72668297,32277.67552
72668334,27069.8201
72668358,28915.64484
72668361,38656.473
72668384,32061.54443
72668387,37220.65164
72668393,34209.08154
72668395,30070.8366
72668397,37985.62574
72668409,39080.94552
72668544,31335.54971
72668558,28703.73099
72669019,38656.473
72669048,24154.77842
72669277,30741.68387
72669398,39080.94552
72669417,38656.473
72669540,38656.473
72669584,30741.68387
72669718,27331.17455
72669720,29491.33564
72669721,40425.46211
72669804,37574.12785
72669849,46883.76504
72669913,37389.31163
72670019,20122.05714
72670022,23269.03579
72670025,22658.09929
72670031,14331.53287
72670032,34203.16226
72670034,23676.57226
72670037,-2172.404369
72670041,34203.16226
72670042,34203.16226
72670043,34203.16226
72670045,26882.23897
72670046,34203.16226
72670050,34203.16226
72670051,16537.55915
72670056,34203.16226
72670057,20949.78853
72670060,23269.03579
72670062,34203.16226
72670066,20122.05714
72670077,34203.16226
72670083,19688.11532
72670088,34203.16226
72670092,34203.16226
72670095,20122.05714
72670100,20122.05714
72670102,23269.03579
72670104,34203.16226
72670107,23269.03579
72670111,20122.05714
72670114,34203.16226
72670118,20122.05714
72670120,34203.16226
72670125,34203.16226
72670126,20122.05714
72670127,23269.03579
72670128,34203.16226
72670131,23269.03579
72670137,34203.16226
72670138,34203.16226
72670144,21280.28842
72670145,19275.65402
72670147,18953.01444
72670151,14958.68249
72670155,22658.09929
72670157,62192.95086
72670158,21923.344
72670159,27361.68931
72670167,23269.03579
72670188,18905.55639
72670189,34203.16226
72670192,18905.55639
72670193,34203.16226
72670194,34203.16226
72670195,29434.65021
72670196,29434.65021
72670203,34203.16226
72670205,22870.16218
72670211,23776.03598
72670231,19161.21363
72670239,23329.06685
72670240,23776.03598
72670242,27483.10786
72670249,23269.03579
72670253,-2172.404369
72670254,23269.03579
72670265,22658.09929
72670266,17707.0249
72670273,18953.01444
72670278,29495.39046
72670285,15569.63761
72670287,17707.0249
72670297,-2172.404369
72670300,27574.45715
72670304,22658.09929
72670305,23586.66581
72670312,19161.21363
72670315,25393.12607
72670330,16028.04593
72670332,22775.56606
72670339,19044.14678
72670340,23269.03579
72670346,21472.64898
72670347,26336.77188
72670352,23688.34218
72670358,29256.59345
72670362,26828.35344
72670367,26828.35344
72670372,34203.16226
72670376,19989.95118
72670390,23269.03579
72670392,30362.881
72670394,21488.1116
72670401,21280.28842
72670404,21488.1116
72670409,23776.03598
72670440,34203.16226
72670472,26288.37313
72670568,19275.65402
72670622,45168.82333
72670623,11030.74542
72670631,34203.16226
72670634,25317.99759
72670640,21280.28842
72670645,30362.881
72670648,27361.68931
72670667,23269.03579
72670675,22870.16218
72670681,26288.37313
72670699,18302.79277
72670702,21803.32737
72670744,27483.10786
72670747,27124.30195
72670755,23269.03579
72670765,18044.91875
72670775,19282.71404
72670778,34203.16226
72670788,27055.20097
72670829,17707.0249
72670838,26288.37313
72670839,34203.16226
72670847,34203.16226
72670976,34064.55268
72670979,41868.37196
72670991,35475.79578
72670994,38995.18441
72670998,38995.18441
72671014,35475.79578
72671033,35475.79578
72671653,29567.40913
72671656,35356.83181
72671661,23071.61068
72671664,21233.89726
72671666,18739.44504
72671668,32820.55016
72671685,32078.54988
72671686,40479.64779
72671742,26500.80846
72671746,21874.69108
72671774,21874.69108
72671775,26500.80846
72671804,38493.33427
72671842,19755.88362
72671976,36724.99142
72671990,33741.3719
72671997,28538.11962
72672007,33036.38198
72672029,39355.79875
72672036,38424.57114
72672038,33322.0655
72672040,28538.11962
72672043,32711.129
72672077,34336.27495
72672096,35695.70191
72672102,33300.26546
72672107,35695.70191
72672127,33611.18989
72672131,24957.19915
72672143,18226.93295
72672166,22976.10874
72672183,40479.64779
72672185,35695.70191
72672221,27636.38375
72672230,28538.11962
72672232,22449.1234
72672235,29606.70568
72672256,28855.74964
72672260,37427.69831
72672261,33785.19459
72672288,28538.11962
72672303,-2992.316757
72672310,34336.27495
72672315,7880.625347
72672317,7880.625347
72672324,10845.493
72672330,25374.51915
72672336,35695.70191
72672341,39355.79875
72672343,20264.19287
72672349,35695.70191
72672352,35695.70191
72672361,28538.11962
72672363,28538.11962
72672364,22765.61386
72672365,28538.11962
72672368,24222.09828
72672369,35695.70191
72672372,26832.61908
72672373,28247.27873
72672376,35878.46126
72672380,47204.75158
72672388,20971.73769
72672389,40367.49514
72672404,30858.44125
72672406,33322.0655
72672410,39538.5581
72672412,28208.31854
72672420,40384.17769
72672425,40384.17769
72672428,25254.80897
72672440,39874.03094
72672450,33446.72449
72672483,30608.26641
72672512,35357.8858
72672516,40384.17769
72672570,39472.2461
72672577,37772.15452
72672578,29213.15571
72672660,29006.04416
72672671,24461.24122
72672746,30156.47383
72672788,19274.41911
72672804,40384.17769
72672805,37797.63103
72672838,27977.45907
72672861,29567.40913
72672866,33998.45885
72672874,33014.70631
72672880,29750.16848
72672906,29794.42916
72672921,13618.89607
72672995,40384.17769
72673025,22976.10874
72673201,19878.34226
72673222,21946.34845
72673230,32518.32585
72673271,35695.70191
72673302,26785.05673
72673332,39714.14709
72673347,17436.88066
72673368,23051.18914
72673384,37797.63103
72673399,18703.12098
72673404,33209.91286
72673469,24247.31828
72673474,42384.0077
72673477,28538.11962
72673478,27530.27292
72673479,17197.64344
72673480,18362.82141
72673510,22449.1234
72673522,39472.2461
72673524,19174.30839
72673526,28538.11962
72673543,40384.17769
72673559,46257.01813
72673561,30074.40933
72673565,29567.40913
72673566,34822.1668
72673568,21267.51437
72673570,29606.70568
72673578,28607.83999
72673588,35357.8858
72673589,29567.40913
72673591,39134.43
72673598,29567.40913
72673621,29567.40913
72673638,21005.79975
72673642,24266.73216
72673644,28707.30372
72673651,39134.43
72673655,43403.51503
72673657,33471.64644
72673659,4125.968977
72673661,29750.16848
72673664,25182.87868
72673666,32652.0349
72673670,33471.64644
72673674,36724.99142
72673677,44438.95133
72673679,28200.30352
72673680,29750.16848
72673682,29750.16848
72673683,29567.40913
72673685,29567.40913
72673689,26245.08593
72673692,35357.8858
72673693,36806.01947
72673695,35357.8858
72673705,20652.73659
72673708,37996.3718
72673709,40662.40714
72673710,36724.99142
72673712,19544.23124
72673716,22998.89155
72673717,36087.86576
72673719,38369.4559
72673721,39355.79875
72673726,35217.5538
72673728,29567.40913
72673733,35638.71317
72673734,23970.82981
72673753,18868.20293
72673761,28200.30352
72673767,36949.57557
72673768,28200.30352
72673770,28200.30352
72673775,35357.8858
72673777,28200.30352
72673778,22638.29264
72673785,28200.30352
72673800,29567.40913
72673801,28200.30352
